# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_120034600-t41_1-E4	PfHB3_12	1223780	1223903	-	124	0
exon_PfHB3_120034600-t41_1-E3	PfHB3_12	1224037	1224140	-	104	2
exon_PfHB3_120034600-t41_1-E2	PfHB3_12	1224307	1224411	-	105	1
exon_PfHB3_120034600-t41_1-E1	PfHB3_12	1224552	1224587	-	36	0
exon_PfHB3_070009100-t41_1-E1	PfHB3_07	225384	228353	+	2970	39
exon_PfHB3_140083600-t41_1-E2	PfHB3_14	3248496	3249665	-	1170	59
exon_PfHB3_140083600-t41_1-E1	PfHB3_14	3249773	3249841	-	69	1
exon_PfHB3_120029600-t41_1-E1	PfHB3_12	1001959	1002921	+	963	74
exon_PfHB3_070020400-t41_1-E2	PfHB3_07	675745	675917	-	173	54
exon_PfHB3_070020400-t41_1-E1	PfHB3_07	676065	677163	-	1099	163
exon_PfHB3_130077900-t41_1-E2	PfHB3_13	2899014	2901332	-	2319	1175
exon_PfHB3_130077900-t41_1-E1	PfHB3_13	2901472	2901666	-	195	11
exon_PfHB3_100010400-t41_1-E1	PfHB3_10	204738	206645	+	1908	51
exon_PfHB3_140037100-t41_1-E2	PfHB3_14	1268035	1268289	-	255	155
exon_PfHB3_140037100-t41_1-E1	PfHB3_14	1268464	1271190	-	2727	514
exon_PfHB3_090009900-t41_1-E1	PfHB3_09	226316	229918	-	3603	280
exon_PfHB3_110032600-t41_1-E1	PfHB3_11	1048939	1049301	+	363	218
exon_PfHB3_110032600-t41_1-E2	PfHB3_11	1049653	1049985	+	333	383
exon_PfHB3_110032600-t41_1-E3	PfHB3_11	1050265	1050696	+	432	356
exon_PfHB3_110032600-t41_1-E4	PfHB3_11	1050912	1050965	+	54	81
exon_PfHB3_110026100-t41_1-E1	PfHB3_11	793516	796327	+	2812	3
exon_PfHB3_110026100-t41_1-E2	PfHB3_11	796623	809481	+	12859	13
exon_PfHB3_110026100-t41_1-E3	PfHB3_11	809736	809805	+	70	2
exon_PfHB3_140009000-t41_1-E1	PfHB3_14	148777	154638	-	5862	390
exon_PfHB3_050031400-t41_1-E1	PfHB3_05	1100479	1101564	+	1086	27
exon_PfHB3_130033500-t41_1-E16	PfHB3_13	1167425	1167456	-	32	0
exon_PfHB3_130033500-t41_1-E15	PfHB3_13	1167713	1167738	-	26	1
exon_PfHB3_130033500-t41_1-E14	PfHB3_13	1167831	1167871	-	41	3
exon_PfHB3_130033500-t41_1-E13	PfHB3_13	1167965	1168028	-	64	1
exon_PfHB3_130033500-t41_1-E12	PfHB3_13	1168184	1168200	-	17	0
exon_PfHB3_130033500-t41_1-E11	PfHB3_13	1168315	1168349	-	35	0
exon_PfHB3_130033500-t41_1-E10	PfHB3_13	1168466	1168531	-	66	0
exon_PfHB3_130033500-t41_1-E9	PfHB3_13	1168631	1168678	-	48	0
exon_PfHB3_130033500-t41_1-E8	PfHB3_13	1168822	1168843	-	22	0
exon_PfHB3_130033500-t41_1-E7	PfHB3_13	1168965	1169070	-	106	2
exon_PfHB3_130033500-t41_1-E6	PfHB3_13	1169191	1169256	-	66	1
exon_PfHB3_130033500-t41_1-E5	PfHB3_13	1169363	1169405	-	43	0
exon_PfHB3_130033500-t41_1-E4	PfHB3_13	1169533	1169586	-	54	0
exon_PfHB3_130033500-t41_1-E3	PfHB3_13	1169745	1169853	-	109	0
exon_PfHB3_130033500-t41_1-E2	PfHB3_13	1170003	1170070	-	68	0
exon_PfHB3_130033500-t41_1-E1	PfHB3_13	1170187	1170424	-	238	0
exon_PfHB3_060020300-t41_1-E1	PfHB3_06	625294	626619	+	1326	12
exon_PfHB3_060020300-t41_1-E2	PfHB3_06	626762	626807	+	46	0
exon_PfHB3_060020300-t41_1-E3	PfHB3_06	626946	627019	+	74	0
exon_PfHB3_120014500-t41_1-E1	PfHB3_12	421791	426077	-	4287	353
exon_PfHB3_140062700-t41_1-E9	PfHB3_14	2370078	2370587	-	510	385
exon_PfHB3_140062700-t41_1-E8	PfHB3_14	2370713	2370778	-	66	113
exon_PfHB3_140062700-t41_1-E7	PfHB3_14	2370903	2370953	-	51	109
exon_PfHB3_140062700-t41_1-E6	PfHB3_14	2371061	2371191	-	131	119
exon_PfHB3_140062700-t41_1-E5	PfHB3_14	2371318	2371393	-	76	71
exon_PfHB3_140062700-t41_1-E4	PfHB3_14	2371719	2371827	-	109	130
exon_PfHB3_140062700-t41_1-E3	PfHB3_14	2371942	2372030	-	89	124
exon_PfHB3_140062700-t41_1-E2	PfHB3_14	2372211	2372323	-	113	58
exon_PfHB3_140062700-t41_1-E1	PfHB3_14	2372563	2372656	-	94	21
exon_PfHB3_140040600-t41_1-E1	PfHB3_14	1445911	1446450	+	540	7
exon_PfHB3_140040600-t41_1-E2	PfHB3_14	1446600	1446729	+	130	1
exon_PfHB3_140040600-t41_1-E3	PfHB3_14	1446867	1447102	+	236	3
exon_PfHB3_140040600-t41_1-E4	PfHB3_14	1447193	1447270	+	78	2
exon_PfHB3_070034900-t41_1-E1	PfHB3_07	1318661	1318714	+	54	0
exon_PfHB3_070034900-t41_1-E2	PfHB3_07	1318947	1320014	+	1068	60
exon_PfHB3_060034800-t41_1-E1	PfHB3_06	1229299	1229406	+	108	25
exon_PfHB3_060034800-t41_1-E2	PfHB3_06	1229879	1232598	+	2720	202
exon_PfHB3_060034800-t41_1-E3	PfHB3_06	1232756	1232759	+	4	6
exon_PfHB3_130038400-t41_1-E5	PfHB3_13	1355132	1355182	-	51	10
exon_PfHB3_130038400-t41_1-E4	PfHB3_13	1355312	1355573	-	262	53
exon_PfHB3_130038400-t41_1-E3	PfHB3_13	1355715	1355827	-	113	38
exon_PfHB3_130038400-t41_1-E2	PfHB3_13	1356060	1356301	-	242	48
exon_PfHB3_130038400-t41_1-E1	PfHB3_13	1356568	1356745	-	178	42
exon_PfHB3_090015800-t41_1-E1	PfHB3_09	481103	481129	+	27	2
exon_PfHB3_090015800-t41_1-E2	PfHB3_09	481321	481414	+	94	14
exon_PfHB3_090015800-t41_1-E3	PfHB3_09	481572	481695	+	124	5
exon_PfHB3_090015800-t41_1-E4	PfHB3_09	481795	481871	+	77	3
exon_PfHB3_090015800-t41_1-E5	PfHB3_09	482084	482133	+	50	6
exon_PfHB3_090015800-t41_1-E6	PfHB3_09	482224	482293	+	70	7
exon_PfHB3_090015800-t41_1-E7	PfHB3_09	482426	482474	+	49	5
exon_PfHB3_090015800-t41_1-E8	PfHB3_09	482617	482713	+	97	20
exon_PfHB3_090015800-t41_1-E9	PfHB3_09	482810	482838	+	29	8
exon_PfHB3_090015800-t41_1-E10	PfHB3_09	482997	483036	+	40	4
exon_PfHB3_090015800-t41_1-E11	PfHB3_09	483170	483279	+	110	9
exon_PfHB3_090015800-t41_1-E12	PfHB3_09	483433	483492	+	60	12
exon_PfHB3_090015800-t41_1-E13	PfHB3_09	483631	483682	+	52	18
exon_PfHB3_090015900-t41_1-E1	PfHB3_09	485343	488262	+	2920	633
exon_PfHB3_090015900-t41_1-E2	PfHB3_09	488486	489066	+	581	281
exon_PfHB3_030008000-t41_1-E1	PfHB3_03	138688	140289	-	1602	119
exon_PfHB3_130065500-t41_1-E2	PfHB3_13	2368750	2374067	-	5318	379
exon_PfHB3_130065500-t41_1-E1	PfHB3_13	2374267	2378599	-	4333	224
exon_PfHB3_100008600-t41_1-E1	PfHB3_10	133240	133285	+	46	0
exon_PfHB3_100008600-t41_1-E2	PfHB3_10	133381	133548	+	168	0
exon_PfHB3_100008600-t41_1-E3	PfHB3_10	133775	134011	+	237	1
exon_PfHB3_100008600-t41_1-E4	PfHB3_10	134133	134514	+	382	4
exon_PfHB3_100008600-t41_1-E5	PfHB3_10	134723	135026	+	304	0
exon_PfHB3_100008600-t41_1-E6	PfHB3_10	135147	135282	+	136	2
exon_PfHB3_100008600-t41_1-E7	PfHB3_10	135391	135636	+	246	1
exon_PfHB3_100008600-t41_1-E8	PfHB3_10	135789	137636	+	1848	9
exon_PfHB3_100008600-t41_1-E9	PfHB3_10	137782	137853	+	72	2
exon_PfHB3_100008600-t41_1-E10	PfHB3_10	137971	138098	+	128	1
exon_PfHB3_100034700-t41_1-E2	PfHB3_10	1195426	1196153	-	728	34
exon_PfHB3_100034700-t41_1-E1	PfHB3_10	1196510	1196630	-	121	2
exon_PfHB3_040014700-t41_1-E1	PfHB3_04	402846	402897	+	52	21
exon_PfHB3_040014700-t41_1-E2	PfHB3_04	403116	403980	+	865	149
exon_PfHB3_040014700-t41_1-E3	PfHB3_04	404240	404303	+	64	36
exon_PfHB3_040020500-t41_1-E1	PfHB3_04	627871	629040	-	1170	22
exon_PfHB3_080036100-t41_1-E1	PfHB3_08	1333742	1333948	+	207	4
exon_PfHB3_080036100-t41_1-E2	PfHB3_08	1334077	1335150	+	1074	7
exon_PfHB3_100040700-t41_1-E1	PfHB3_10	1398842	1398951	+	110	7
exon_PfHB3_100040700-t41_1-E2	PfHB3_10	1399138	1399349	+	212	21
exon_PfHB3_100040700-t41_1-E3	PfHB3_10	1399575	1399915	+	341	20
exon_PfHB3_050035800-t41_1-E1	PfHB3_05	1267078	1267155	+	78	0
exon_PfHB3_050035800-t41_1-E2	PfHB3_05	1267459	1267510	+	52	1
exon_PfHB3_050035800-t41_1-E3	PfHB3_05	1267741	1267823	+	83	3
exon_PfHB3_050035800-t41_1-E4	PfHB3_05	1267953	1267995	+	43	4
exon_PfHB3_050035800-t41_1-E5	PfHB3_05	1268069	1268136	+	68	4
exon_PfHB3_050035800-t41_1-E6	PfHB3_05	1268210	1268279	+	70	2
exon_PfHB3_050035800-t41_1-E7	PfHB3_05	1268390	1268518	+	129	3
exon_PfHB3_050035800-t41_1-E8	PfHB3_05	1268660	1268801	+	142	6
exon_PfHB3_050035800-t41_1-E9	PfHB3_05	1268935	1269006	+	72	3
exon_PfHB3_050035800-t41_1-E10	PfHB3_05	1269110	1269137	+	28	2
exon_PfHB3_050024200-t41_1-E5	PfHB3_05	803088	803155	-	68	57
exon_PfHB3_050024200-t41_1-E4	PfHB3_05	803275	803395	-	121	145
exon_PfHB3_050024200-t41_1-E3	PfHB3_05	803566	803645	-	80	123
exon_PfHB3_050024200-t41_1-E2	PfHB3_05	803795	803953	-	159	275
exon_PfHB3_050024200-t41_1-E1	PfHB3_05	804238	804307	-	70	196
exon_PfHB3_120050100-t41_1-E1	PfHB3_12	1893718	1898130	-	4413	12
exon_PfHB3_050022300-t41_1-E2	PfHB3_05	736364	736737	-	374	2000
exon_PfHB3_050022300-t41_1-E1	PfHB3_05	736918	737440	-	523	2105
exon_PfHB3_060022700-t41_1-E1	PfHB3_06	724394	725335	+	942	48
exon_PfHB3_130008500-t41_1-E2	PfHB3_13	156777	157039	-	263	49
exon_PfHB3_130008500-t41_1-E1	PfHB3_13	157202	157307	-	106	16
exon_PfHB3_120026200-t41_1-E1	PfHB3_12	850072	851646	+	1575	19
exon_PfHB3_040025700-t41_1-E1	PfHB3_04	892957	893018	+	62	13
exon_PfHB3_040025700-t41_1-E2	PfHB3_04	893230	893350	+	121	18
exon_PfHB3_040025700-t41_1-E3	PfHB3_04	893460	894629	+	1170	86
exon_PfHB3_110030000-t41_1-E2	PfHB3_11	957577	958962	-	1386	11
exon_PfHB3_110030000-t41_1-E1	PfHB3_11	958964	959632	-	669	28
exon_PfHB3_020007200-t41_1-E1	PfHB3_02	97328	100194	+	2867	1434
exon_PfHB3_020007200-t41_1-E2	PfHB3_02	100324	100963	+	640	42
exon_PfHB3_040015900-t41_1-E1	PfHB3_04	444044	449857	-	5814	90
exon_PfHB3_100029400-t41_1-E2	PfHB3_10	994297	995310	-	1014	2
exon_PfHB3_100029400-t41_1-E1	PfHB3_10	995315	998839	-	3525	26
exon_PfHB3_120035700-t41_1-E1	PfHB3_12	1262596	1262610	+	15	2
exon_PfHB3_120035700-t41_1-E2	PfHB3_12	1262710	1262769	+	60	3
exon_PfHB3_120035700-t41_1-E3	PfHB3_12	1262900	1263022	+	123	3
exon_PfHB3_120035700-t41_1-E4	PfHB3_12	1263107	1263168	+	62	7
exon_PfHB3_120035700-t41_1-E5	PfHB3_12	1263265	1263314	+	50	3
exon_PfHB3_120035700-t41_1-E6	PfHB3_12	1263408	1263514	+	107	1
exon_PfHB3_120035700-t41_1-E7	PfHB3_12	1263617	1263929	+	313	2
exon_PfHB3_120035700-t41_1-E8	PfHB3_12	1264080	1266265	+	2186	116
exon_PfHB3_130058200-t41_1-E1	PfHB3_13	2096723	2097976	-	1254	1389
exon_PfHB3_080036400-t41_1-E1	PfHB3_08	1351947	1352030	+	84	1
exon_PfHB3_080036400-t41_1-E2	PfHB3_08	1352213	1354594	+	2382	42
exon_PfHB3_050010500-t41_1-E1	PfHB3_05	246935	249157	-	2223	98
exon_PfHB3_080015800-t41_1-E1	PfHB3_08	544673	546484	+	1812	4
exon_PfHB3_040007400-t41_1-E1	PfHB3_04	101493	103415	+	1923	3725
exon_PfHB3_050034400-t41_1-E1	PfHB3_05	1218684	1218761	+	78	10
exon_PfHB3_050034400-t41_1-E2	PfHB3_05	1218907	1218986	+	80	25
exon_PfHB3_050034400-t41_1-E3	PfHB3_05	1219147	1219244	+	98	40
exon_PfHB3_050034400-t41_1-E4	PfHB3_05	1219338	1219471	+	134	66
exon_PfHB3_050034400-t41_1-E5	PfHB3_05	1219572	1219639	+	68	49
exon_PfHB3_050034400-t41_1-E6	PfHB3_05	1219803	1219884	+	82	31
exon_PfHB3_130019800-t41_1-E1	PfHB3_13	600925	603417	-	2493	38
exon_PfHB3_140060900-t41_1-E1	PfHB3_14	2288289	2288297	+	9	1
exon_PfHB3_140060900-t41_1-E2	PfHB3_14	2288432	2288469	+	38	3
exon_PfHB3_140060900-t41_1-E3	PfHB3_14	2288583	2288695	+	113	8
exon_PfHB3_140060900-t41_1-E4	PfHB3_14	2288794	2288907	+	114	7
exon_PfHB3_140060900-t41_1-E5	PfHB3_14	2289057	2289145	+	89	4
exon_PfHB3_140060900-t41_1-E6	PfHB3_14	2289377	2289438	+	62	4
exon_PfHB3_140060900-t41_1-E7	PfHB3_14	2289583	2289646	+	64	8
exon_PfHB3_140060900-t41_1-E8	PfHB3_14	2289803	2289866	+	64	9
exon_PfHB3_140060900-t41_1-E9	PfHB3_14	2289978	2290042	+	65	3
exon_PfHB3_050008400-t41_1-E1	PfHB3_05	141687	144638	+	2952	62
exon_PfHB3_140024200-t41_1-E1	PfHB3_14	811208	811618	+	411	18
exon_PfHB3_110013100-t41_1-E1	PfHB3_11	311578	311620	+	43	359
exon_PfHB3_110013100-t41_1-E2	PfHB3_11	311934	312229	+	296	1699
exon_PfHB3_120055300-t41_1-E1	PfHB3_12	2074875	2074943	+	69	8
exon_PfHB3_120055300-t41_1-E2	PfHB3_12	2075028	2075155	+	128	23
exon_PfHB3_120055300-t41_1-E3	PfHB3_12	2075258	2075333	+	76	24
exon_PfHB3_120055300-t41_1-E4	PfHB3_12	2075465	2075536	+	72	14
exon_PfHB3_120055300-t41_1-E5	PfHB3_12	2075613	2075646	+	34	8
exon_PfHB3_120055300-t41_1-E6	PfHB3_12	2075749	2075843	+	95	6
exon_PfHB3_040014600-t41_1-E1	PfHB3_04	399774	400415	-	642	8
exon_PfHB3_130069000-t41_1-E1	PfHB3_13	2539023	2539455	+	433	2
exon_PfHB3_130069000-t41_1-E2	PfHB3_13	2539602	2539709	+	108	0
exon_PfHB3_130069000-t41_1-E3	PfHB3_13	2539827	2540089	+	263	2
exon_PfHB3_060006600-t41_1-E1	PfHB3_06	60201	61340	+	1140	31
exon_PfHB3_130072900-t41_1-E1	PfHB3_13	2697031	2698761	-	1731	728
exon_PfHB3_070032100-t41_1-E1	PfHB3_07	1178415	1181081	-	2667	574
exon_PfHB3_140013300-t41_1-E1	PfHB3_14	303247	303831	-	585	135
exon_PfHB3_100021300-t41_1-E2	PfHB3_10	626407	627204	-	798	2063
exon_PfHB3_100021300-t41_1-E1	PfHB3_10	627395	627544	-	150	276
exon_PfHB3_080007800-t41_1-E1	PfHB3_08	161792	161987	+	196	0
exon_PfHB3_080007800-t41_1-E2	PfHB3_08	162083	162483	+	401	4
exon_PfHB3_080007800-t41_1-E3	PfHB3_08	162626	162799	+	174	4
exon_PfHB3_080007800-t41_1-E4	PfHB3_08	162889	163254	+	366	3
exon_PfHB3_080007800-t41_1-E5	PfHB3_08	163460	163555	+	96	0
exon_PfHB3_070016700-t41_1-E1	PfHB3_07	545808	548672	+	2865	123
exon_PfHB3_140014400-t41_1-E1	PfHB3_14	355273	355851	+	579	440
exon_PfHB3_140079900-t41_1-E1	PfHB3_14	3088556	3090661	-	2106	117
exon_PfHB3_130034600-t41_1-E1	PfHB3_13	1215407	1222000	+	6594	183
exon_PfHB3_130034600-t41_1-E2	PfHB3_13	1222152	1222811	+	660	15
exon_PfHB3_130034600-t41_1-E3	PfHB3_13	1222999	1223475	+	477	9
exon_PfHB3_130034600-t41_1-E4	PfHB3_13	1223676	1223960	+	285	5
exon_PfHB3_040006000-t41_1-E2	PfHB3_04	50686	54978	-	4293	87
exon_PfHB3_040006000-t41_1-E1	PfHB3_04	55112	57478	-	2367	30
exon_PfHB3_090023300-t41_1-E1	PfHB3_09	750415	752414	+	2000	409
exon_PfHB3_090023300-t41_1-E2	PfHB3_09	752563	752671	+	109	75
exon_PfHB3_090023300-t41_1-E3	PfHB3_09	752849	752928	+	80	82
exon_PfHB3_090023300-t41_1-E4	PfHB3_09	753071	753134	+	64	59
exon_PfHB3_090039100-t41_1-E1	PfHB3_09	1326241	1326678	-	438	6
exon_PfHB3_130045600-t41_1-E1	PfHB3_13	1612504	1613331	+	828	1916
exon_PfHB3_120026300-t41_1-E1	PfHB3_12	853241	855763	+	2523	14
exon_PfHB3_130033900-t41_1-E1	PfHB3_13	1183860	1184423	+	564	15
exon_PfHB3_130033900-t41_1-E2	PfHB3_13	1184526	1185303	+	778	3
exon_PfHB3_130033900-t41_1-E3	PfHB3_13	1185486	1186729	+	1244	8
exon_PfHB3_100036300-t41_1-E2	PfHB3_10	1240922	1241030	-	109	11
exon_PfHB3_100036300-t41_1-E1	PfHB3_10	1241144	1243272	-	2129	46
exon_PfHB3_080027500-t41_1-E1	PfHB3_08	990906	992484	+	1579	31
exon_PfHB3_080027500-t41_1-E2	PfHB3_08	992616	992743	+	128	6
exon_PfHB3_030029100-t41_1-E1	PfHB3_03	972087	972523	+	437	0
exon_PfHB3_030029100-t41_1-E2	PfHB3_03	972645	972775	+	131	0
exon_PfHB3_030029100-t41_1-E3	PfHB3_03	972884	973173	+	290	0
exon_PfHB3_090011800-t41_1-E1	PfHB3_09	318648	318784	+	137	92
exon_PfHB3_090011800-t41_1-E2	PfHB3_09	318890	318995	+	106	89
exon_PfHB3_140035300-t41_1-E1	PfHB3_14	1201283	1201942	+	660	2
exon_PfHB3_120007800-t41_1-E1	PfHB3_12	112754	112843	+	90	0
exon_PfHB3_120007800-t41_1-E2	PfHB3_12	112951	113038	+	88	0
exon_PfHB3_120007800-t41_1-E3	PfHB3_12	113155	117214	+	4060	4
exon_PfHB3_120007800-t41_1-E4	PfHB3_12	117367	117652	+	286	1
exon_PfHB3_120007800-t41_1-E5	PfHB3_12	117760	117847	+	88	0
exon_PfHB3_120007800-t41_1-E6	PfHB3_12	117984	118213	+	230	0
exon_PfHB3_120007800-t41_1-E7	PfHB3_12	118352	118432	+	81	0
exon_PfHB3_120007800-t41_1-E8	PfHB3_12	118538	118813	+	276	0
exon_PfHB3_120007800-t41_1-E9	PfHB3_12	118925	119176	+	252	0
exon_PfHB3_120007800-t41_1-E10	PfHB3_12	119301	119598	+	298	0
exon_PfHB3_120007800-t41_1-E11	PfHB3_12	119706	119788	+	83	0
exon_PfHB3_120007800-t41_1-E12	PfHB3_12	119890	120047	+	158	0
exon_PfHB3_120007800-t41_1-E13	PfHB3_12	120178	120319	+	142	0
exon_PfHB3_120007800-t41_1-E14	PfHB3_12	120529	120749	+	221	0
exon_PfHB3_120007800-t41_1-E15	PfHB3_12	120839	120999	+	161	1
exon_PfHB3_120007800-t41_1-E16	PfHB3_12	121140	121214	+	75	1
exon_PfHB3_120007800-t41_1-E17	PfHB3_12	121327	121413	+	87	0
exon_PfHB3_120007800-t41_1-E18	PfHB3_12	121539	121632	+	94	0
exon_PfHB3_120007800-t41_1-E19	PfHB3_12	121780	122176	+	397	0
exon_PfHB3_120007800-t41_1-E20	PfHB3_12	122285	122489	+	205	0
exon_PfHB3_120007800-t41_1-E21	PfHB3_12	122565	122764	+	200	0
exon_PfHB3_120007800-t41_1-E22	PfHB3_12	122850	123842	+	993	0
exon_PfHB3_120007800-t41_1-E23	PfHB3_12	124060	124186	+	127	0
exon_PfHB3_120007800-t41_1-E24	PfHB3_12	124368	124564	+	197	0
exon_PfHB3_120007800-t41_1-E25	PfHB3_12	124675	124926	+	252	0
exon_PfHB3_120007800-t41_1-E26	PfHB3_12	125089	125276	+	188	0
exon_PfHB3_120007800-t41_1-E27	PfHB3_12	125433	125509	+	77	0
exon_PfHB3_120007800-t41_1-E28	PfHB3_12	125680	125753	+	74	0
exon_PfHB3_120007800-t41_1-E29	PfHB3_12	125956	126435	+	480	0
exon_PfHB3_120007800-t41_1-E30	PfHB3_12	126641	130157	+	3517	16
exon_PfHB3_120007800-t41_1-E31	PfHB3_12	130460	132491	+	2032	3
exon_PfHB3_120007800-t41_1-E32	PfHB3_12	132648	132840	+	193	0
exon_PfHB3_120007800-t41_1-E33	PfHB3_12	133122	134300	+	1179	3
exon_PfHB3_120007800-t41_1-E34	PfHB3_12	134429	134689	+	261	2
exon_PfHB3_060034400-t41_1-E1	PfHB3_06	1208382	1208474	+	93	0
exon_PfHB3_060034400-t41_1-E2	PfHB3_06	1208621	1208683	+	63	0
exon_PfHB3_060034400-t41_1-E3	PfHB3_06	1208783	1208922	+	140	0
exon_PfHB3_060034400-t41_1-E4	PfHB3_06	1209057	1209130	+	74	0
exon_PfHB3_060034400-t41_1-E5	PfHB3_06	1209420	1209457	+	38	1
exon_PfHB3_040028000-t41_1-E1	PfHB3_04	988527	988727	+	201	36
exon_PfHB3_040028000-t41_1-E2	PfHB3_04	988883	992125	+	3243	3380
exon_PfHB3_040028000-t41_1-E3	PfHB3_04	992277	992357	+	81	128
exon_PfHB3_090040300-t41_1-E1	PfHB3_09	1357027	1358826	+	1800	48
exon_PfHB3_050031700-t41_1-E1	PfHB3_05	1129632	1132049	-	2418	63
exon_PfHB3_010008300-t41_1-E1	PfHB3_01	123691	124465	+	775	13
exon_PfHB3_010008300-t41_1-E2	PfHB3_01	124875	126475	+	1601	73
exon_PfHB3_110045800-t41_1-E1	PfHB3_11	1630719	1632566	-	1848	316
exon_PfHB3_140007500-t41_1-E1	PfHB3_14	101859	102734	-	876	15
exon_PfHB3_060026500-t41_1-E1	PfHB3_06	853669	856293	-	2625	614
exon_PfHB3_120049700-t41_1-E9	PfHB3_12	1878674	1878697	-	24	44
exon_PfHB3_120049700-t41_1-E8	PfHB3_12	1878848	1878900	-	53	120
exon_PfHB3_120049700-t41_1-E7	PfHB3_12	1879014	1879147	-	134	315
exon_PfHB3_120049700-t41_1-E6	PfHB3_12	1879297	1879469	-	173	469
exon_PfHB3_120049700-t41_1-E5	PfHB3_12	1879584	1879660	-	77	248
exon_PfHB3_120049700-t41_1-E4	PfHB3_12	1879786	1879855	-	70	207
exon_PfHB3_120049700-t41_1-E3	PfHB3_12	1880001	1880242	-	242	475
exon_PfHB3_120049700-t41_1-E2	PfHB3_12	1880439	1880563	-	125	368
exon_PfHB3_120049700-t41_1-E1	PfHB3_12	1880684	1880793	-	110	218
exon_PfHB3_100016600-t41_1-E1	PfHB3_10	421738	422307	+	570	410
exon_PfHB3_100016600-t41_1-E2	PfHB3_10	422449	422682	+	234	90
exon_PfHB3_110034300-t41_1-E1	PfHB3_11	1107993	1109369	+	1377	5
exon_PfHB3_110034300-t41_1-E2	PfHB3_11	1109774	1109920	+	147	1
exon_PfHB3_110025100-t41_1-E1	PfHB3_11	750418	751995	-	1578	27
exon_PfHB3_140083100-t41_1-E1	PfHB3_14	3234369	3236756	+	2388	13
exon_PfHB3_110022500-t41_1-E1	PfHB3_11	642485	648829	+	6345	717
exon_PfHB3_140009200-t41_1-E1	PfHB3_14	157489	160974	-	3486	3
exon_PfHB3_130055100-t41_1-E1	PfHB3_13	1988727	1989309	+	583	0
exon_PfHB3_130055100-t41_1-E2	PfHB3_13	1989495	1991952	+	2458	2
exon_PfHB3_130055100-t41_1-E3	PfHB3_13	1992108	1994483	+	2376	2
exon_PfHB3_130055100-t41_1-E4	PfHB3_13	1994573	1994638	+	66	1
exon_PfHB3_130055100-t41_1-E5	PfHB3_13	1994734	1994755	+	22	0
exon_PfHB3_050027000-t41_1-E1	PfHB3_05	907928	908008	+	81	21
exon_PfHB3_050027000-t41_1-E2	PfHB3_05	908187	908249	+	63	24
exon_PfHB3_050027000-t41_1-E3	PfHB3_05	908455	908568	+	114	21
exon_PfHB3_050027000-t41_1-E4	PfHB3_05	908779	908844	+	66	18
exon_PfHB3_020024100-t41_1-E1	PfHB3_02	756490	759204	-	2715	100
exon_PfHB3_130027400-t41_1-E1	PfHB3_13	890580	892631	+	2052	3
exon_PfHB3_130044500-t41_1-E1	PfHB3_13	1573740	1574405	-	666	2819
exon_PfHB3_040019100-t41_1-E1	PfHB3_04	575448	576689	+	1242	43
exon_PfHB3_120052100-t41_1-E1	PfHB3_12	1957876	1959315	+	1440	102
exon_PfHB3_120052100-t41_1-E2	PfHB3_12	1959777	1959932	+	156	35
exon_PfHB3_030013600-t41_1-E1	PfHB3_03	343519	343573	+	55	62
exon_PfHB3_030013600-t41_1-E2	PfHB3_03	343700	343827	+	128	149
exon_PfHB3_030013600-t41_1-E3	PfHB3_03	343920	343996	+	77	100
exon_PfHB3_030013600-t41_1-E4	PfHB3_03	344145	344234	+	90	131
exon_PfHB3_030013600-t41_1-E5	PfHB3_03	344395	344479	+	85	166
exon_PfHB3_030013600-t41_1-E6	PfHB3_03	344676	344752	+	77	160
exon_PfHB3_030013600-t41_1-E7	PfHB3_03	344867	345197	+	331	184
exon_PfHB3_120048500-t41_1-E1	PfHB3_12	1831259	1831358	+	100	568
exon_PfHB3_120048500-t41_1-E2	PfHB3_12	1831709	1831809	+	101	841
exon_PfHB3_120048500-t41_1-E3	PfHB3_12	1832036	1832182	+	147	863
exon_PfHB3_070024000-t41_1-E1	PfHB3_07	831609	831674	+	66	5
exon_PfHB3_070024000-t41_1-E2	PfHB3_07	831844	831913	+	70	9
exon_PfHB3_070024000-t41_1-E3	PfHB3_07	832032	832585	+	554	27
exon_PfHB3_070024000-t41_1-E4	PfHB3_07	832732	832887	+	156	9
exon_PfHB3_120051900-t41_1-E1	PfHB3_12	1954870	1955304	+	435	87
exon_PfHB3_120051900-t41_1-E2	PfHB3_12	1955461	1955769	+	309	91
exon_PfHB3_090027400-t41_1-E3	PfHB3_09	903232	915855	-	12624	158
exon_PfHB3_090027400-t41_1-E2	PfHB3_09	916032	916115	-	84	5
exon_PfHB3_090027400-t41_1-E1	PfHB3_09	916264	916365	-	102	5
exon_PfHB3_110040500-t41_1-E1	PfHB3_11	1382586	1383488	+	903	148
exon_PfHB3_110017100-t41_1-E1	PfHB3_11	449442	450968	-	1527	13
exon_PfHB3_070009400-t41_1-E1	PfHB3_07	238040	240505	-	2466	270
exon_PfHB3_120044300-t41_1-E1	PfHB3_12	1643530	1644438	-	909	22
